id,name,release_date,refined_date,how_to_read,english_name,description,must_learn,refine_from,can_status_refine,refine_description,refine_description2,special_refine_description,special_refine_hp,type,assist_type,sacred_seal,weapon_type,inherit,inheritable_weapon_type,inheritable_move_type,count,might,might_refine,no_impl_required,range,sp,effective,invalidate_effective,consideration,hp,atk,spd,def,res,cooldown_count,atk_count,counteratk_count,all_dist_counter,disable_counter,wrathful_staff
1871,"絶氷ニフル",2021-10-18,,"ぜっひょうニフル","Nifl's Bite","奥義が発動しやすい(発動カウント-1)<br>敵から攻撃された時、距離に関係なく反撃する<br>周囲2マス以内に味方がいる時、戦闘後、HP7回復<br>周囲2マス以内に味方がいる時、かつ、敵が弓、暗器、魔法、杖の時、戦闘中、自分が受けている反撃不可を無効","","",,"","","","","武器","",,"斧","不可","","",,16,,,,400,"","","",,,,,,-1,,,true,,
1872,"盾壁隊形3",2021-10-18,,"じゅんぺきたいけい3","Hardy Fighter 3","戦闘中、敵の絶対追撃を無効<br>敵から攻撃を受ける際に発動する奥義を装備していたら、1ターン目開始時、奥義発動カウント-2<br>上記の奥義発動時、奥義が「ダメージを○○%軽減」効果なら、その奥義効果を複製発動、(例えば「ダメージを50%軽減」なら他に軽減効果が無い場合、50%軽減して残った値を再度50%軽減し、実質75%軽減となる)その後、受けるダメージ-5(複製発動した効果は奥義扱い)","|盾壁隊形2|","",,"","","","","パッシブB","",,"","可","|剣|槍|斧|竜|獣|","|重装|",,,,,,240,"","","",,,,,,,,,,,
1873,"孤絶の斧+",2021-10-18,,"こぜつのおの+","Unbound Axe+","周囲1マス以内に味方がいない時、戦闘中、敵の攻撃、守備-5、かつ、戦闘中、敵の攻撃、守備の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","|孤絶の斧|","",true,"","","","","武器","",,"斧","可","","",,14,,,,300,"","","",,,,,,,,,,,
1874,"孤絶の斧",2021-10-18,,"こぜつのおの","Unbound Axe","周囲1マス以内に味方がいない時、戦闘中、敵の攻撃、守備-5、かつ、戦闘中、敵の攻撃、守備の強化の+を無効にする(無効になるのは、鼓舞や応援等の+効果)","","",,"","","","","武器","",,"斧","可","","",,10,,,,200,"","","",,,,,,,,,,,
1875,"攻撃守備の機先3",2021-04-28,,"","Atk/Def Catch 3","敵のHPが100%で戦闘開始時、または、敵が【不利な状態異常】を受けている時、戦闘中、自分の攻撃、守備+5","|攻撃守備の機先2|","",,"","","","","パッシブA","",true,"","可","","|飛行|騎馬|",,,,,,240,"","","",,,,,,,,,,,
1876,"瞬撃の弓+",2021-10-19,,"しゅんげきのゆみ+","Instant Bow+","飛行特効<br>自分から攻撃した時、戦闘中の攻撃、守備+4、かつ、敵は追撃不可","|瞬撃の弓|","",true,"","","","","武器","",,"弓","可","","",,12,,,,300,"|飛行|","","",,,,,,,,,,,
1877,"瞬撃の弓",2021-10-19,,"しゅんげきのゆみ","Instant Bow","飛行特効<br>自分から攻撃した時、戦闘中の攻撃、守備+4、かつ、敵は追撃不可","","",,"","","","","武器","",,"弓","可","","",,8,,,,200,"|飛行|","","",,,,,,,,,,,
1878,"封印の盾・承",2021-11-04,,"","Binding Shield II","速さが敵より5以上高い時、または、敵が竜の時、自分は絶対追撃、敵は追撃不可かつ反撃不可","|封印の盾|","",,"","","","","パッシブB","",,"","不可","","",,,,,,300,"","","",,,,,,,,,,,
1879,"みんなと一緒に・承",2021-11-04,,"","With Everyone! II","ターン開始時、周囲2マス以内に味方がいれば、自分と周囲2マス以内の味方の守備、魔防+6(1ターン)<br>周囲2マス以内の味方が、弓、暗器、魔法、杖の敵から攻撃された時、スキル所持者は【護り手】を発動<br>スキル所持者が「護り手」を発動時、戦闘中、攻撃、速さ、守備、魔防+4<br>【護り手】攻撃された味方の代わりに、味方のマスで戦闘を行い、戦闘後の効果を受ける。下記の場合、「護り手」は発動しない。味方がいる場所が自分が侵入できない地形の時、その戦闘で「護り手」を発動可能な味方が複数いる時(「護り手」発動時、戦闘後移動スキルは無効)
","|みんなと一緒に|","",,"","","","","パッシブC","",,"","不可","","",,,,,,300,"","","",,,,,,,,,,,
1880,"狂牙バシリコス",2021-11-04,2021-11-04,"きょうがバシリコス","Fanged Basilikos","奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5",,"",true,"奥義が発動しやすい(発動カウント-1)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5","","戦闘開始時、敵のHPが75%以上なら、戦闘中、敵の速さ、守備-5、かつ、敵の速さ、守備が、敵が受けている速さ、守備の強化の値の2倍だけ減少(能力値ごとに計算)(例えば、速さ+7の強化を受けていれば、+7-14-5で、速さ-12となる)",3,"武器","",,"斧","不可","","",,16,,,,400,,,"",,,,,,-1,,,,,
1881,"スズカゼの疾風針",2021-11-04,2021-11-04,"スズカゼのしっぷうばり","Kaze's Needle","奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、魔防+4<br>【暗器(7)】効果<br>【暗器(7)】戦闘中に攻撃していれば、戦闘後に敵と、その周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)",,"",true,"奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、魔防+4<br>【暗器(7)】効果<br>【暗器(7)】戦闘中に攻撃していれば、戦闘後に敵と、その周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)","","戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、魔防+4<br>戦闘開始時、自身のHPが25%以上、かつ、速さが敵より1以上高い時、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)、かつ、ダメージ+5(戦闘前奥義も含む)",,"武器","",,"暗器","不可","","",,14,,,,400,,,"",,,,,,-1,,,,,
1882,"光輝のブレス",2021-10-29,2025-01-06,"","Dazzling Breath","攻撃+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、速さ、守備、魔防-5、敵は追撃不可<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、周囲2マス以内に味方がいれば、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","|灼熱のブレス|","",,"攻撃+3<br>射程2の敵に、敵の守備か魔防の低い方でダメージ計算自身を中心とした縦3列と横3列の敵は、戦闘中、攻撃、速さ、守備、魔防-5、強化の+が無効になる<br>敵から攻撃された時、または、戦闘開始時、敵のHPが75%以上の時、戦闘中、敵の攻撃、速さ、守備、魔防-5、敵は追撃不可、自分が与えるダメージ+自分の魔防の20％(範囲奥義を除く)、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)","","射程1の敵は、自分の周囲1マス以内を通過できない(すり抜けを持つ敵には無効)<br>射程2の敵は、自分の周囲2マス以内を通過できない(すり抜けを持つ敵には無効)<br>周囲3マス以内に味方がいる時、戦闘中、敵の攻撃、速さ、守備、魔防-5、自分が受けるダメージ-魔防の20%(範囲奥義を除く)、かつ、敵が攻撃時に発動する奥義を装備している時、戦闘中、魔防が敵より5以上高ければ、敵の最初の攻撃前に敵の奥義発動カウント+1(奥義発動カウントの最大値は超えない)",,"武器","",,"竜石","不可","","",,16,,,,400,,,"",,3,,,,,,,,,
1883,"永遠を生きるもの",2021-10-29,,"えいえんをいきるもの","Life Unending","1ターン目開始時、奥義発動カウント-5<br>奥義発動時、戦闘中、自分のHPが2以上で敵の致死攻撃を受けた時、ダメージをHPが1残るように軽減<br>奥義を発動した戦闘後、HP99回復(1マップ1回のみ)","|祈り|","",,"","","","","奥義","",,"","不可","","",5,,,,,500,"","","",,,,,,,,,,,
1884,"遠反・明鏡の構え",2021-10-29,,"","Distant Stance","敵から攻撃された時、距離に関係なく反撃する、かつ、戦闘中、魔防+5","|遠距離反撃|","",,"","","","","パッシブA","",,"","可","|剣|槍|斧|竜|獣|","",,,,,,300,"","","",,,,,,,,,true,,
1885,"くの一の飛刀",2021-11-05,,"","Nabata Kunai","速さ+4、守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>周囲2マス以内の味方の、周囲2マス以内に移動可能<br>【暗器(7)】効果<br>【暗器(7)】戦闘中に攻撃していれば、戦闘後に敵と、その周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)","","",,"","","","","武器","",,"暗器","不可","","",,9,,,,400,"","","",,,4,-4,-4,,2,,,,
1886,"無の死闘・飛行4",2021-11-05,,"むのしとう・ひこう4","C Duel Flying 4","HP+5、攻撃、速さ、守備、魔防+2<br>自分が★5かつレベル40の時、闘技場などで、自分の能力値が低くても、スコアの高い敵が登場する(伝承英雄、神階英雄は、限界突破やスキル等を加味しない場合の自分の能力値合計が175より低い場合、自分の能力値合計が175として扱われる)(上記以外の英雄は180より低い場合、180として扱われる)","|無の死闘・飛行3|","",,"","","","","パッシブA","",,"","可","|杖|無魔|無暗器|無竜|無獣|無弓|","|飛行|",,,,true,,300,"","","",5,2,2,2,2,,,,,,
1887,"無の死闘・飛行3",2021-11-05,,"むのしとう・ひこう3","C Duel Flying 3","HP+5<br>自分が★5かつレベル40の時、闘技場などで、自分の能力値が低くても、スコアの高い敵が登場する<br>(限界突破やスキル等を加味しない場合の自分の能力値合計が170より低い場合、自分の能力値合計が170として扱われる)","|無の死闘・飛行2|","",,"","","","","パッシブA","",,"","可","|杖|無魔|無暗器|無竜|無獣|無弓|","|飛行|",,,,true,,300,"","","",5,,,,,,,,,,
1888,"忍の和弓+",2021-11-05,,"","Ninja Yumi+","飛行特効<br>守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の50%(最大4)","|忍の和弓|","",,"","","","","武器","",,"弓","可","","",,7,,,,300,"|飛行|","","",,,,-4,-4,,2,,,,
1889,"忍の和弓",2021-11-05,,"","Ninja Yumi","飛行特効<br>守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の50%(最大4)","","",,"","","","","武器","",,"弓","可","","",,,,,,200,"|飛行|","","",,,,-4,-4,,2,,,,
1890,"忍の薙刀+",2021-11-05,,"しのびのなぎなた+","Ninja Naginata+","守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の50%(最大4)","|忍の薙刀|","",,"","","","","武器","",,"槍","可","","",,9,,,,300,"","","",,,,-4,-4,,2,,,,
1891,"忍の薙刀",2021-11-05,,"しのびのなぎなた","Ninja Naginata","守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の50%(最大4)","","",,"","","","","武器","",,"槍","可","","",,,,,,200,"","","",,,,-4,-4,,2,,,,
1892,"双風忍法帳",2021-11-05,,"そうふうにんぽうちょう","Ninjutsu Scrolls","速さ+4、守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の70%(最大7)","|レクスカリバー|","",,"","","","","武器","",,"緑魔法","不可","","",,9,,,,400,"","","",,,4,-4,-4,,2,,,,
1893,"守備の大応援+",2021-11-05,,"","Rally Up Def+","対象とその周囲2マスの味方(自分は除く)の守備+6(1ターン)","|守備の大応援|","",,"","","","","サポート",Rally,,"","可","|杖以外|","",,,,,,400,"","","",,,,,,,,,,,
1894,"守備の大応援",2021-11-05,,"","Rally Up Def","対象とその周囲2マスの味方(自分は除く)の守備+4(1ターン)","|守備の応援|","",,"","","","","サポート",Rally,,"","可","|杖以外|","",,,,,,300,"","","",,,,,,,,,,,
1895,"忍の三叉斧+",2021-11-05,,"しのびのさんさふ+","Shuriken Cleaver+","守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の50%(最大4)","|忍の三叉斧|","",,"","","","","武器","",,"斧","可","","",,9,,,,300,"","","",,,,-4,-4,,2,,,,
1896,"忍の三叉斧",2021-11-05,,"しのびのさんさふ","Shuriken Cleaver","守備、魔防-4<br>自分から攻撃した時、2回攻撃<br>自分から攻撃した時、速さが敵より高ければ、ダメージ+速さの差の50%(最大4)","|鋼の斧|","",,"","","","","武器","",,"斧","可","","",,,,,,200,"","","",,,,-4,-4,,2,,,,
1897,"火消しの暗刃",2021-11-17,,"ひけしのあんじん","Fireman's Hook","奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲1マス以内に味方がいない時、戦闘中、攻撃、速さ、守備、魔防+5、戦闘中、自身の奥義発動カウント変動量-を無効、戦闘中、自身の攻撃による奥義発動カウント変動量+1(同系統効果複数時、最大値適用)<br>【暗器(7)】効果<br>【暗器(7)】戦闘中に攻撃していれば、戦闘後に敵と、その周囲2マスの敵の守備、魔防-7(敵の次回行動終了まで)","|銀の暗器|","",,"","","","","武器","",,"暗器","不可","","",,14,,,,400,"","","",,,,,,-1,,,,,
1898,"滅殺",2021-11-17,,"",Lethality,"敵の守備、魔防-75%扱いで攻撃<br>奥義以外のスキルによる「ダメージを○○%軽減」を無効","|月光|","",,"","","","","奥義","",,"","可","|暗器|","",4,,,,,500,"","","",,,,,,,,,,,
1899,"ディアメル家の宝弓",2021-11-17,,"","Damiell Bow","飛行特効<br>速さ+3<br>応援を使用した時、対象の移動+1、【強化増幅】を付与(1ターン、重複しない)(射程2の騎馬には無効)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+6<br>【強化増幅】戦闘中、攻撃、速さ、守備、魔防が自分が受けている攻撃、速さ、守備、魔防の強化の値だけ上昇(能力値ごとに計算)(1ターン)","|銀の弓|","",,"","","","","武器","",,"弓","不可","","",,14,,,,400,"|飛行|","","",,,3,,,,,,,,
