id,name,english_name,description,refine_description,special_refine_description
2230,"不壊2","Solid Ground 2","攻撃、守備+4<br>魔防-4","",""
2231,"不壊1","Solid Ground 1","攻撃、守備+3<br>魔防-3","",""
2232,"牽制の槍+","Rein Lance+","周囲2マスの敵は、戦闘中、速さ、守備-5","",""
2233,"牽制の槍","Rein Lance","周囲2マスの敵は、戦闘中、速さ、守備-5","",""
2234,"生命の護符4","Mystic Boost 4","戦闘中、敵の攻撃-5<br>戦闘中、敵の「敵の守備か魔防の低い方でダメージ計算」と「杖は他の武器同様のダメージ計算になる」を無効化<br>敵が杖の時、戦闘中、自分が受けている反撃不可を無効<br>戦闘後、HP10回復","",""
2235,"グルンラビット+",Gronnrabbit+,"戦闘中、攻撃、魔防+5、戦闘後、HP7回復(上記の効果は、各自軍ターン、各敵軍ターンそれぞれについて、このスキル所持者の最初の戦闘のみ)","",""
2236,"グルンラビット",Gronnrabbit,"戦闘中、攻撃、魔防+5、戦闘後、HP7回復(上記の効果は、各自軍ターン、各敵軍ターンそれぞれについて、このスキル所持者の最初の戦闘のみ)","",""
2237,"守備逆用の槍+","Defier's Lance+","戦闘開始時、敵のHPが75%以上の時、戦闘中、自身の守備+5、敵の守備-5、かつ敵が強化を受けていれば、戦闘中、自身の守備が、敵が受けている強化の値だけ増加し、敵の守備が、敵が受けている強化の値だけ減少(能力値ごとに計算)","",""
2238,"守備逆用の槍","Defier's Lance","戦闘開始時、敵のHPが75%以上の時、戦闘中、自身の守備+5、敵の守備-5、かつ敵が強化を受けていれば、戦闘中、自身の守備が、敵が受けている強化の値だけ増加し、敵の守備が、敵が受けている強化の値だけ減少(能力値ごとに計算)","",""
2239,"絶闇エンブラ","Enclosing Dark","奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲1マス以内に味方がいない時、戦闘中、攻撃、速さ+6、自分の追撃不可を無効<br>自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う<br>自分から攻撃した時、または、周囲1マス以内に味方がいない時、戦闘中、戦闘相手の周囲2マス以内の敵の数(戦闘相手を除く)に応じて以下の効果を発動(・1なら、敵の速さ、魔防-4、・2以上なら、敵の速さ、魔防-8、敵は反撃不可)","奥義が発動しやすい(発動カウント-1)<br>自分から攻撃した時、または、周囲1マス以内の味方が1体以下の時、戦闘中、攻撃、速さ+6、敵の絶対追撃を無効、かつ、自分の追撃不可を無効<br>自分から攻撃した時、追撃可能なら自分の攻撃の直後に追撃を行う<br>自分から攻撃した時、または、周囲1マス以内の味方が1体以下の時、戦闘中、戦闘相手の周囲2マス以内の敵の数(戦闘相手を除く)に応じて以下の効果を発動<br>・1体なら、敵の速さ、魔防-4<br>・2体以上なら、敵の速さ、魔防-8、敵は反撃不可","ターン開始時、自身のHPが25%以上なら、自分と周囲2マス以内の味方の攻撃、速さ+6、【初撃の鼓動】、【双界効果・刃】を付与(1ターン)<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さが戦闘開始時の速さの10%+6だけ増加、ダメージ+◯×5(範囲奥義を除く)(◯は、自身の強化を除く【有利な状態】の数+敵の弱化を除く【不利な状態異常】の数、最大5)"
2240,"魂の秘儀","Rite of Souls","奥義が発動しやすい(発動カウント-1)<br>ターン開始時、自身を中心とした縦3列と横3列にいる敵のうち、魔防が自分より1以上低い敵に【キャンセル】を付与<br>自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、自身の攻撃、速さ、守備、魔防+5、ダメージ+魔防の20%(戦闘前奥義も含む)、敵は追撃不可","奥義が発動しやすい(発動カウント-1)<br>自軍ターン開始時および敵軍ターン開始時、自身を中心とした縦3列と横3列にいる敵のうち、魔防が「自分の魔防+5」より低い敵に【キャンセル】、【不和】、【魔防の枷】を付与(敵の次回行動終了まで)","自分から攻撃した時または周囲2マス以内に味方がいる時、戦闘中、自身の攻撃、速さ、守備、魔防+5、ダメージ+魔防の20%(範囲奥義を除く)、敵は追撃不可、敵の奥義発動カウント変動量+を無効<br>自分から攻撃した時または周囲2マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防が戦闘開始時の魔防の10%+5だけ増加、受けるダメージ-魔防の20%(範囲奥義を除く)、敵の奥義以外のスキルによる「ダメージを○○%軽減」を半分無効(無効にする数値は端数切捨て)(範囲奥義を除く)"
2241,"陰陽の法則",Duality,"攻撃、魔防+9<br>赤属性、青属性、緑属性の敵と戦闘時、自分は3すくみ有利、敵は3すくみ不利となる<br>自分と敵の3すくみが有利だと、さらに有利になる効果と、3すくみが不利だと、さらに不利になる効果を無効(相性激化を無効)<br>戦闘開始時、自身のHPが25%以上の時、戦闘中、絶対追撃","",""
2242,"攻撃魔防の信義4","Atk/Res Oath 4","ターン開始時、周囲2マス以内に味方がいれば自分の攻撃、魔防+6、かつ「周囲2マス以内の味方の隣接マスに移動可能」を付与(1ターン)<br>周囲2マス以内に味方がいる時、戦闘中、攻撃、魔防+3","",""
2243,"理想郷となる…・承","Vision of Arcadia II","ターン開始時、味方に竜獣がいる場合、自分と自分を除く最も攻撃が高い味方の攻撃、速さ、守備+6、かつ【見切り・パニック】、【再移動(1)】を付与(1ターン)<br>【見切り・パニック】「パニック」(強化を+ではなくとする状態異常)を付与されている時、その「強化を+ではなくーとする」効果を無効化(1ターン)(「パニック」と「見切り・パニック」の両方が付与された場合、「パニック」の効果は無効化するものの「不利な状態異常」は付与されていると扱う)<br>【再移動(1)】自分から攻撃補助、地形破壊の行動をした後、直後に1マス移動できる(自身の移動タイプで移動。例:歩行は、林には移動しづらい)(攻撃、補助、地形破壊不可)(同系統効果重複時、最大値適用)(1ターンに1回のみ)(行動直後に再行動可能にするスキル発動時は、再行動で条件を満たせば、再移動が可能)(再移動できる距離は、通常の移動の距離とは無関係)(1マスを超える距離のワープ移動はできない)","",""
2244,"我が名は混沌・神","Chaos Named+","ターン開始時、敵軍内で最も攻撃、速さ、守備魔防が高い敵と、その周囲2マス以内にいる敵それぞれについて、その能力値-7(敵の次回行動終了まで)<br>ターン開始時、敵軍内で最も攻撃、速さ、守備、魔防が高い敵それぞれについて、【パニック】を付与<br>【パニック】強化を+ではなく-とする状態異常(敵の次回行動終了まで)","",""
2245,"正義の直槍","Lance of Heroics","HPが80%以下の味方の隣接マスへ移動可能<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、さらに、攻撃、速さ、守備、魔防が、攻撃した側(自分からなら自分、敵からなら敵)の移動前と移動後のマスの距離(最大4)×2だけ増加","HPが80%以下の味方の隣接マスへ移動可能<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ、守備、魔防+4、さらに、攻撃、速さ、守備、魔防が、攻撃した側(自分からなら自分、敵からなら敵)の移動前と移動後のマスの距離(最大4)2だけ増加","周囲3マス以内に味方がいる時、戦闘中、攻撃、速さ、守備、魔防+4、かつ自分が攻撃、速さ、守備、魔防の弱化を受けていれば、攻撃、速さ、守備、魔防が弱化の値の2倍だけ上昇(能力値ごとに計算)(例えば、攻撃-7の弱化を受けていれば、-7+14+4で、戦闘中、攻撃+11となる)"
2246,"冷笑の遊弓","Snide Bow","飛行特効<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5、与えるダメージ+7","飛行特効<br>戦闘開始時、自身のHPが25%以上なら、戦闘中、攻撃、速さ+5、与えるダメージ+7","自分から攻撃した時、または、周囲2マス以内に味方がいる時、戦闘中、敵の速さ、守備-5、かつ敵の速さ、守備が敵が受けている速さ、守備の強化の値の2倍だけ減少(能力値ごとに計算)(例えば、速さ+7の強化を受けていれば、+7-14-5で、速さ-12となる)"
2247,"艶花忍法帳","Flowery Scroll","奥義が発動しやすい(発動カウント-1)<br>2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>速さ-8、守備、魔防+5<br>敵から攻撃された時、魔防が敵より1以上高ければ、先制攻撃","",""
2248,"魔防封じ4","Seal Res 4","戦闘中、敵の魔防-4、かつ敵が魔防の弱化無効の効果を発動していない時、戦闘中、敵の魔防が、7-敵が受けている魔防の弱化の値、だけ減少(最低値0)<br>敵が魔防の弱化を受けている時、戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)<br>戦闘後、敵の魔防-7(敵の次回行動終了時まで)","",""
2249,"愛竜への情の竜斧","Wyvern Ono","2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>速さ-8、守備、魔防+5<br>戦闘中、与えるダメージ+自分の守備の20%、受けるダメージ-自分の守備の20%(範囲奥義を除く)","",""
2250,"攻撃守備の大牽制","Atk/Def Hold","周囲3マスの敵は、戦闘中、攻撃、守備-4","",""
2251,"炎と氷の王女の輝弓","Flamefrost Bow","奥義が発動しやすい(発動カウント-1)<br>2回攻撃(敵から攻撃された時も、2回攻撃可能)<br>速さ-8、守備、魔防+5<br>戦闘中、戦闘相手の強化の合計値と、自分の周囲2マス以内にいる味方の強化の合計値のうち、最も高い値の70%を自分の攻撃、守備、魔防に加算","",""
2252,"守備封じ4","Seal Def 4","戦闘中、敵の守備-4、かつ敵が守備の弱化無効の効果を発動していない時、戦闘中、敵の守備が、7-敵が受けている守備の弱化の値、だけ減少(最低値0)<br>敵が守備の弱化を受けている時、戦闘中、敵の奥義発動カウント変動量-1(同系統効果複数時、最大値適用)<br>戦闘後、敵の守備-7(敵の次回行動終了時まで)","",""
